conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,listName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ItemText,Question,Option1,Option2,Framing,thisRow.t,notes,trial.started,button.started,button_2.started,text.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.132111250073649,,0.02501579199451953,0.132111250073649,0.132111250073649,0.132111250073649,0.132111250073649,,,,,,,,
