conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,listName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ItemText,Question,Option1,Option2,Framing,thisRow.t,notes,trial.started,button.started,button_2.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.14861566701438278,,0.030010625021532178,0.14861566701438278,0.14861566701438278,0.14861566701438278,,,,,,,,
