7.5460 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.3124 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb684b96670>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb684b96610>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb684b96490>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb690fb4d90>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3126 	EXP 	window1: mouseVisible = True
8.3126 	EXP 	window1: backgroundImage = ''
8.3126 	EXP 	window1: backgroundFit = 'none'
8.3153 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.3153 	EXP 	window1: recordFrameIntervals = False
8.4792 	EXP 	window1: recordFrameIntervals = True
8.6628 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
8.6629 	EXP 	window1: recordFrameIntervals = False
8.6637 	EXP 	window1: mouseVisible = False
11.3283 	EXP 	Framing_HieuLe: status = STARTED
11.3291 	EXP 	window1: mouseVisible = True
11.3294 	EXP 	window1: mouseVisible = True
11.3302 	EXP 	window1: mouseVisible = True
11.3308 	EXP 	window1: mouseVisible = True
11.3404 	EXP 	window1: mouseVisible = True
11.3406 	EXP 	window1: mouseVisible = True
11.3412 	EXP 	window1: mouseVisible = True
11.3417 	EXP 	window1: mouseVisible = True
11.3587 	EXP 	window1: mouseVisible = True
11.3590 	EXP 	window1: mouseVisible = True
11.3592 	EXP 	window1: mouseVisible = True
11.3598 	EXP 	window1: mouseVisible = True
11.3604 	EXP 	window1: mouseVisible = True
11.3675 	EXP 	window1: mouseVisible = True
11.3677 	EXP 	window1: mouseVisible = True
11.3682 	EXP 	window1: mouseVisible = True
11.3688 	EXP 	window1: mouseVisible = True
11.3753 	EXP 	window1: mouseVisible = True
11.3756 	EXP 	window1: mouseVisible = True
11.3839 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.3840 	EXP 	window1: mouseVisible = True
11.3856 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.02]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0200 	EXP 	Imported lists.xlsx as conditions, 2 conditions, 1 params
0.0206 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
0.0209 	EXP 	New trial (rep=0, index=0): {'listName': 'framing2.xlsx'}
0.0269 	EXP 	Imported framing2.xlsx as conditions, 5 conditions, 5 params
0.0272 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
0.0274 	EXP 	New trial (rep=0, index=0): {'ItemText': 'Linda is 31 years old, single, outspoken, and very bright. She majored in economics.\nAs a student, she was deeply concerned with issues of individual liberty, low taxes, and also\nparticipated in “small government” demonstrations. Which is more probable?', 'Question': 'Which is more probable:', 'Option1': 'Linda is a bank teller.', 'Option2': 'Linda is a bank teller who is also\ninvolved in the feminist movement.', 'Framing': 2}
0.1275 	EXP 	text: height = 0.04
0.1275 	EXP 	text: height = 0.04
0.1275 	EXP 	text: height = 0.04
0.1275 	EXP 	text: text = 'Linda is 31 years old, single, outspoken, and very bright. She majored in economics.\nAs a student, she was deeply concerned with issues of individual liberty, low taxes, and also\nparticipated in “small government” demonstrations. Which is more probable?'
0.1275 	EXP 	text_2: height = 0.035
0.1275 	EXP 	text_2: height = 0.035
0.1275 	EXP 	text_2: height = 0.035
0.1275 	EXP 	text_2: text = 'Which is more probable:'
0.1275 	EXP 	text: autoDraw = True
0.1275 	EXP 	text_2: autoDraw = True
4.5500 	DATA 	Mouse: Left button down, pos=(546,283)
4.5626 	EXP 	New trial (rep=0, index=1): {'ItemText': 'You are deciding between buying two cars, Car A and Car B. On a car review\nwebsite, you find that the average of 1,000 ratings for Car A is a 4.95/5.0 and the average rating\nfor Car B is 3.70/5.0. Your neighbor recently purchased Car B and found that it is excellent, and\nshe would recommend purchasing it.', 'Question': 'Which car would you decide to purchase?', 'Option1': 'CAR A', 'Option2': 'CAR B', 'Framing': 2}
