conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,listName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ItemText,Question,Option1,Option2,Framing,thisRow.t,notes,code.started,code.stopped,trial.started,button.started,button_2.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.04743279202375561,,0.0203073340235278,0.020954499952495098,0.027428625035099685,0.04743279202375561,0.04743279202375561,0.04743279202375561,,,,,,,,
