conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,listName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ItemText,Question,Option1,Option2,Framing,thisRow.t,notes,trial.started,button.started,button_2.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.14260383299551904,,0.028216958045959473,0.14260383299551904,0.14260383299551904,0.14260383299551904,,,,,,,,
