8.0064 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
9.5580 	EXP 	New trial (rep=0, index=2): {'ItemText': 'A new vaccine is available for a deadly new disease that is sweeping across the\nworld. Scientists estimate that if 1 million people take the vaccine, 1,000 of those people will\nstill die from the disease.', 'Question': 'Would you take the vaccine, if given the opportunity?', 'Option1': 'YES', 'Option2': 'NO', 'Framing': 1}
9.5921 	EXP 	text: autoDraw = False
9.5921 	EXP 	text_2: autoDraw = False
9.5921 	EXP 	text: height = 0.03
9.5921 	EXP 	text: height = 0.03
9.5921 	EXP 	text: height = 0.03
9.5921 	EXP 	text: text = 'A new vaccine is available for a deadly new disease that is sweeping across the\nworld. Scientists estimate that if 1 million people take the vaccine, 1,000 of those people will\nstill die from the disease.'
9.5921 	EXP 	text_2: height = 0.03
9.5921 	EXP 	text_2: height = 0.03
9.5921 	EXP 	text_2: height = 0.03
9.5921 	EXP 	text_2: text = 'Would you take the vaccine, if given the opportunity?'
9.5921 	EXP 	text: autoDraw = True
9.5921 	EXP 	text_2: autoDraw = True
9.6786 	DATA 	Mouse:  Left button up, pos=(848,288)
10.1951 	DATA 	Mouse: Left button down, pos=(848,288)
10.2072 	EXP 	New trial (rep=0, index=3): {'ItemText': 'A random sample of 100 lawyers and engineers is taken. The sample ends up\ncomprising 70 lawyers and 30 engineers. From this sample, one person is interviewed. He is a\n30-year-old man of high ability and high motivation. He promises to be quite successful in his\nfield. He is well liked by colleagues.', 'Question': 'Which profession do you think the man is?', 'Option1': 'ENGINEER', 'Option2': 'LAWYER', 'Framing': 1}
10.2505 	EXP 	text: autoDraw = False
10.2505 	EXP 	text_2: autoDraw = False
10.2505 	EXP 	text: height = 0.03
10.2505 	EXP 	text: height = 0.03
10.2505 	EXP 	text: height = 0.03
10.2505 	EXP 	text: text = 'A random sample of 100 lawyers and engineers is taken. The sample ends up\ncomprising 70 lawyers and 30 engineers. From this sample, one person is interviewed. He is a\n30-year-old man of high ability and high motivation. He promises to be quite successful in his\nfield. He is well liked by colleagues.'
10.2505 	EXP 	text_2: height = 0.03
10.2505 	EXP 	text_2: height = 0.03
10.2505 	EXP 	text_2: height = 0.03
10.2505 	EXP 	text_2: text = 'Which profession do you think the man is?'
10.2505 	EXP 	text: autoDraw = True
10.2505 	EXP 	text_2: autoDraw = True
10.3117 	DATA 	Mouse:  Left button up, pos=(848,288)
10.7286 	DATA 	Mouse: Left button down, pos=(848,288)
10.7412 	EXP 	New trial (rep=0, index=4): {'ItemText': 'Linda is 31 years old, single, outspoken, and very bright. She majored in\nphilosophy. As a student, she was deeply concerned with issues of discrimination and social\njustice, and also participated in anti-nuclear demonstrations.', 'Question': 'Which is more probable:', 'Option1': 'Linda is a bank teller.', 'Option2': 'Linda is a bank teller who is also\ninvolved in the feminist movement.', 'Framing': 1}
10.7911 	EXP 	text: autoDraw = False
10.7911 	EXP 	text_2: autoDraw = False
10.7911 	EXP 	text: height = 0.03
10.7911 	EXP 	text: height = 0.03
10.7911 	EXP 	text: height = 0.03
10.7911 	EXP 	text: text = 'Linda is 31 years old, single, outspoken, and very bright. She majored in\nphilosophy. As a student, she was deeply concerned with issues of discrimination and social\njustice, and also participated in anti-nuclear demonstrations.'
10.7911 	EXP 	text_2: height = 0.03
10.7911 	EXP 	text_2: height = 0.03
10.7911 	EXP 	text_2: height = 0.03
10.7911 	EXP 	text_2: text = 'Which is more probable:'
10.7911 	EXP 	text: autoDraw = True
10.7911 	EXP 	text_2: autoDraw = True
10.8067 	DATA 	Mouse:  Left button up, pos=(848,288)
11.4287 	DATA 	Mouse: Left button down, pos=(848,288)
11.4557 	EXP 	text: autoDraw = False
11.4557 	EXP 	text_2: autoDraw = False
11.4558 	EXP 	Framing_HieuLe: status = STOPPED
11.4868 	EXP 	window1: mouseVisible = True
